g99o87,pu39w79,6,6
g99o87,pu64w91,6,6
g99o87,pu51w43,6,6
g99o87,pu71w42,6,6
g99o87,pu1w51,6,6
g99o87,pu1w14,6,6
g99o87,pu27w16,6,6
g99o87,pu16w31,6,6
g99o87,pu62w53,6,6
g99o87,pu19w65,6,6
g99o87,pu20w66,6,6
g99o87,pu25w17,6,6
g99o87,pu26w18,6,6
g99o87,pu22w17,6,6
g99o87,w69pk82,6,6
g99o87,w82pk41,6,6
g99o87,w35pk25,6,6
g99o87,w75pk99,6,6
g99o87,w3pk86,6,6
g99o87,w99pk7,6,6
g99o87,w70pk50,6,6
g99o87,w28pk28,6,6
g99o87,w88pk84,6,6
g99o87,w83pk50,6,6
g99o87,w58pk1,6,6
g99o87,w61pk3,6,6
g99o87,w50pk34,6,6
g99o87,w89pk4,6,6
g99o87,w66pk94,6,6
g99o87,w23pk78,6,6
g99o87,w59pk66,6,6
g99o87,w11pk95,6,6
g99o87,w54pk85,6,6
g99o87,w21pk21,6,6
g99o87,w26pk33,6,6
g99o87,w57pk61,6,6
g99o87,w67pk20,6,6
g99o87,w23pk78,6,6
g99o87,bk30bk40,6,6
g99o87,bk47bk40,6,6
g99o87,bk84bk85,6,6
g99o87,bk64bk65,6,6
g99o87,bk66bk21,6,6
g99o87,bk1bk9,6,6
g99o87,bk79bk82,6,6
g99o87,bk2bk10,6,6
g99o87,bk90bk46,6,6
g99o87,bk59bk42,6,6
g99o87,bk51bk59,6,6
g99o87,bk28bk68,6,6
g99o87,bk4bk95,6,6
g99o87,bk65bk85,6,6
g99o87,bk31bk89,6,6
g99o87,bk92bk23,6,6
g99o87,bk89bk88,6,6
g99o87,bk83bk48,6,6
g99o87,bk5bk60,6,6
g99o87,r94w47,6,6
g99o87,r34w20,6,6
g99o87,r93w64,6,6
g99o87,r95w29,6,6
g99o87,r26w66,6,6
g99o87,r88w69,6,6
g99o87,r70w90,6,6
g99o87,r7w75,6,6
g99o87,r22w20,6,6
g99o87,r2w49,6,6
g99o87,r3w90,6,6
g99o87,r78w62,6,6
g99o87,r4w53,6,6
g99o87,r77g82,6,6
g99o87,y27y33,6,6
g99o87,r62w35,6,6
g99o87,r10w46,6,6
g99o87,r63w86,6,6
o76bk11,pu39w79,6,6
o76bk11,pu64w91,6,6
o76bk11,pu51w43,6,6
o76bk11,pu71w42,6,6
o76bk11,pu1w51,6,6
o76bk11,pu1w14,6,6
o76bk11,pu27w16,6,6
o76bk11,pu16w31,6,6
o76bk11,pu62w53,6,6
o76bk11,pu19w65,6,6
o76bk11,pu20w66,6,6
o76bk11,pu25w17,6,6
o76bk11,pu26w18,6,6
o76bk11,pu22w17,6,6
o76bk11,w69pk82,6,6
o76bk11,w82pk41,6,6
o76bk11,w35pk25,6,6
o76bk11,w75pk99,6,6
o76bk11,w3pk86,6,6
o76bk11,w99pk7,6,6
o76bk11,w70pk50,6,6
o76bk11,w28pk28,6,6
o76bk11,w88pk84,6,6
o76bk11,w83pk50,6,6
o76bk11,w58pk1,6,6
o76bk11,w61pk3,6,6
o76bk11,w50pk34,6,6
o76bk11,w89pk4,6,6
o76bk11,w66pk94,6,6
o76bk11,w23pk78,6,6
o76bk11,w59pk66,6,6
o76bk11,w11pk95,6,6
o76bk11,w54pk85,6,6
o76bk11,w21pk21,6,6
o76bk11,w26pk33,6,6
o76bk11,w57pk61,6,6
o76bk11,w67pk20,6,6
o76bk11,w23pk78,6,6
o76bk11,bk30bk40,6,6
o76bk11,bk47bk40,6,6
o76bk11,bk84bk85,6,6
o76bk11,bk64bk65,6,6
o76bk11,bk66bk21,6,6
o76bk11,bk1bk9,6,6
o76bk11,bk79bk82,6,6
o76bk11,bk2bk10,6,6
o76bk11,bk90bk46,6,6
o76bk11,bk59bk42,6,6
o76bk11,bk51bk59,6,6
o76bk11,bk28bk68,6,6
o76bk11,bk4bk95,6,6
o76bk11,bk65bk85,6,6
o76bk11,bk31bk89,6,6
o76bk11,bk92bk23,6,6
o76bk11,bk89bk88,6,6
o76bk11,bk83bk48,6,6
o76bk11,bk5bk60,6,6
o76bk11,r94w47,6,6
o76bk11,r34w20,6,6
o76bk11,r93w64,6,6
o76bk11,r95w29,6,6
o76bk11,r26w66,6,6
o76bk11,r88w69,6,6
o76bk11,r70w90,6,6
o76bk11,r7w75,6,6
o76bk11,r22w20,6,6
o76bk11,r2w49,6,6
o76bk11,r3w90,6,6
o76bk11,r78w62,6,6
o76bk11,r4w53,6,6
o76bk11,r77g82,6,6
o76bk11,y27y33,6,6
o76bk11,r62w35,6,6
o76bk11,r10w46,6,6
o76bk11,r63w86,6,6
bk94bk87,pu39w79,9,9
bk94bk87,pu64w91,9,9
bk94bk87,pu51w43,9,9
bk94bk87,pu71w42,9,9
bk94bk87,pu1w51,9,9
bk94bk87,pu1w14,9,9
bk94bk87,pu27w16,9,9
bk94bk87,pu16w31,9,9
bk94bk87,pu62w53,9,9
bk94bk87,pu19w65,9,9
bk94bk87,pu20w66,9,9
bk94bk87,pu25w17,9,9
bk94bk87,pu26w18,9,9
bk94bk87,pu22w17,9,9
bk94bk87,w69pk82,9,9
bk94bk87,w82pk41,9,9
bk94bk87,w35pk25,9,9
bk94bk87,w75pk99,9,9
bk94bk87,w3pk86,9,9
bk94bk87,w99pk7,9,9
bk94bk87,w70pk50,9,9
bk94bk87,w28pk28,9,9
bk94bk87,w88pk84,9,9
bk94bk87,w83pk50,9,9
bk94bk87,w58pk1,9,9
bk94bk87,w61pk3,9,9
bk94bk87,w50pk34,9,9
bk94bk87,w89pk4,9,9
bk94bk87,w66pk94,9,9
bk94bk87,w23pk78,9,9
bk94bk87,w59pk66,9,9
bk94bk87,w11pk95,9,9
bk94bk87,w54pk85,9,9
bk94bk87,w21pk21,9,9
bk94bk87,w26pk33,9,9
bk94bk87,w57pk61,9,9
bk94bk87,w67pk20,9,9
bk94bk87,w23pk78,9,9
bk94bk87,bk30bk40,9,9
bk94bk87,bk47bk40,9,9
bk94bk87,bk84bk85,9,9
bk94bk87,bk64bk65,9,9
bk94bk87,bk66bk21,9,9
bk94bk87,bk1bk9,9,9
bk94bk87,bk79bk82,9,9
bk94bk87,bk2bk10,9,9
bk94bk87,bk90bk46,9,9
bk94bk87,bk59bk42,9,9
bk94bk87,bk51bk59,9,9
bk94bk87,bk28bk68,9,9
bk94bk87,bk4bk95,9,9
bk94bk87,bk65bk85,9,9
bk94bk87,bk31bk89,9,9
bk94bk87,bk92bk23,9,9
bk94bk87,bk89bk88,9,9
bk94bk87,bk83bk48,9,9
bk94bk87,bk5bk60,9,9
bk94bk87,r94w47,9,9
bk94bk87,r34w20,9,9
bk94bk87,r93w64,9,9
bk94bk87,r95w29,9,9
bk94bk87,r26w66,9,9
bk94bk87,r88w69,9,9
bk94bk87,r70w90,9,9
bk94bk87,r7w75,9,9
bk94bk87,r22w20,9,9
bk94bk87,r2w49,9,9
bk94bk87,r3w90,9,9
bk94bk87,r78w62,9,9
bk94bk87,r4w53,9,9
bk94bk87,r77g82,9,9
bk94bk87,y27y33,9,9
bk94bk87,r62w35,9,9
bk94bk87,r10w46,9,9
bk94bk87,r63w86,9,9
bk34bk51,pu39w79,7,7
bk34bk51,pu64w91,7,7
bk34bk51,pu51w43,7,7
bk34bk51,pu71w42,7,7
bk34bk51,pu1w51,7,7
bk34bk51,pu1w14,7,7
bk34bk51,pu27w16,7,7
bk34bk51,pu16w31,7,7
bk34bk51,pu62w53,7,7
bk34bk51,pu19w65,7,7
bk34bk51,pu20w66,7,7
bk34bk51,pu25w17,7,7
bk34bk51,pu26w18,7,7
bk34bk51,pu22w17,7,7
bk34bk51,w69pk82,7,7
bk34bk51,w82pk41,7,7
bk34bk51,w35pk25,7,7
bk34bk51,w75pk99,7,7
bk34bk51,w3pk86,7,7
bk34bk51,w99pk7,7,7
bk34bk51,w70pk50,7,7
bk34bk51,w28pk28,7,7
bk34bk51,w88pk84,7,7
bk34bk51,w83pk50,7,7
bk34bk51,w58pk1,7,7
bk34bk51,w61pk3,7,7
bk34bk51,w50pk34,7,7
bk34bk51,w89pk4,7,7
bk34bk51,w66pk94,7,7
bk34bk51,w23pk78,7,7
bk34bk51,w59pk66,7,7
bk34bk51,w11pk95,7,7
bk34bk51,w54pk85,7,7
bk34bk51,w21pk21,7,7
bk34bk51,w26pk33,7,7
bk34bk51,w57pk61,7,7
bk34bk51,w67pk20,7,7
bk34bk51,w23pk78,7,7
bk34bk51,bk30bk40,7,7
bk34bk51,bk47bk40,7,7
bk34bk51,bk84bk85,7,7
bk34bk51,bk64bk65,7,7
bk34bk51,bk66bk21,7,7
bk34bk51,bk1bk9,7,7
bk34bk51,bk79bk82,7,7
bk34bk51,bk2bk10,7,7
bk34bk51,bk90bk46,7,7
bk34bk51,bk59bk42,7,7
bk34bk51,bk51bk59,7,7
bk34bk51,bk28bk68,7,7
bk34bk51,bk4bk95,7,7
bk34bk51,bk65bk85,7,7
bk34bk51,bk31bk89,7,7
bk34bk51,bk92bk23,7,7
bk34bk51,bk89bk88,7,7
bk34bk51,bk83bk48,7,7
bk34bk51,bk5bk60,7,7
bk34bk51,r94w47,7,7
bk34bk51,r34w20,7,7
bk34bk51,r93w64,7,7
bk34bk51,r95w29,7,7
bk34bk51,r26w66,7,7
bk34bk51,r88w69,7,7
bk34bk51,r70w90,7,7
bk34bk51,r7w75,7,7
bk34bk51,r22w20,7,7
bk34bk51,r2w49,7,7
bk34bk51,r3w90,7,7
bk34bk51,r78w62,7,7
bk34bk51,r4w53,7,7
bk34bk51,r77g82,7,7
bk34bk51,y27y33,7,7
bk34bk51,r62w35,7,7
bk34bk51,r10w46,7,7
bk34bk51,r63w86,7,7
